[SpecialEvents.Burst].Name;Выброс!
[StoryEvents.Event-WildTerritory-6].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-WildTerritory-6].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-WildTerritory-7].Name;Меченый продолжает идти
[StoryEvents.Event-WildTerritory-7].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-WildTerritory-7].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-WildTerritory-8].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-WildTerritory-8].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-WildTerritory-8].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-WildTerritory-9].Name;Меченый продолжает идти
[StoryEvents.Event-WildTerritory-9].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-WildTerritory-9].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-WildTerritory-10].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-WildTerritory-10].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-WildTerritory-10].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-WildTerritory-11].Name;Меченый продолжает идти
[StoryEvents.Event-WildTerritory-11].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-WildTerritory-11].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-WildTerritory-12].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-WildTerritory-12].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-WildTerritory-12].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-WildTerritory-13].Name;Меченый продолжает идти
[StoryEvents.Event-WildTerritory-13].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-WildTerritory-13].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-WildTerritory-14].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-WildTerritory-14].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-WildTerritory-14].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-WildTerritory-15].Name;Меченый продолжает идти
[StoryEvents.Event-WildTerritory-15].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-WildTerritory-15].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-WildTerritory-16].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-WildTerritory-16].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-WildTerritory-16].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Yantar-1].Name;Меченый продолжает идти
[StoryEvents.Event-Yantar-1].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Yantar-1].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Yantar-2].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Yantar-2].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
